"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-851","Los coanoflagelados generan corrientes con el flagelo y capturan bacterias en un collar de microvellosidades.","Choanoflagellata","depreda_a","bacterias","expresa","S200 introducción; S147 introducción","consenso amplio","alta","El mecanismo se observa directamente en cultivos y microscopía.","resuelta","vigente"
"C-852","Monosiga brevicollis es un coanoflagelado unicelular bacterívoro cuyo genoma contiene aproximadamente 9.200 genes ricos en intrones.","Monosiga brevicollis","tiene_valor_medido","aproximadamente 9.200 genes","expresa","S147 resumen","no evaluado","alta","El recuento deriva del ensamblaje y anotación genómica publicados. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-853","Salpingoeca rosetta presenta al menos cinco formas celulares o coloniales: tecada, nadadora lenta, nadadora rápida, roseta y cadena.","Salpingoeca rosetta","posee_rasgo","al menos cinco formas del ciclo vital","expresa","S200 resultados; fig. 7","no evaluado","alta","Las formas fueron observadas y seguidas en cultivo. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-854","Las rosetas de Salpingoeca rosetta se forman por divisiones celulares seriadas sin separación completa y no por agregación de células inicialmente independientes.","rosetas de Salpingoeca rosetta","adquiere_rasgo","multicelularidad clonal","expresa","S200 resultados; películas suplementarias","no evaluado","media","El linaje celular se observó por videomicroscopía. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-855","La bacteria Algoriphagus machipongonensis induce el desarrollo de rosetas en Salpingoeca rosetta.","Algoriphagus machipongonensis","induce*","rosetas de Salpingoeca rosetta","expresa","S201 resumen; fig. 1","no evaluado","alta","La inducción se reprodujo con bacterias, extractos y fracciones químicas. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-856","El factor RIF-1 de Algoriphagus machipongonensis es un sulfonolípido activo a concentraciones femtomolares, aproximadamente 10^-15 M.","RIF-1","tiene_valor_medido","aproximadamente 10^-15 M","expresa","S201 resumen; resultados","no evaluado","alta","La potencia se midió mediante bioensayos de dosis–respuesta. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-857","Salpingoeca rosetta respondió a RIF-1 a lo largo de un intervalo dinámico de nueve órdenes de magnitud en el estudio publicado.","respuesta a RIF-1","tiene_valor_medido","nueve órdenes de magnitud","expresa","S201 resumen","no evaluado","alta","El intervalo fue cuantificado en bioensayos de cultivo. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-858","RIF-2 y lisofosfatidiletanolaminas bacterianas pueden potenciar la inducción de rosetas, mientras que IOR-1 puede inhibirla.","lípidos bacterianos de Algoriphagus","regula*","desarrollo de rosetas","expresa","S202 resumen; figs. 2–4","no evaluado","media","La activación, sinergia e inhibición se midieron en combinaciones químicas definidas. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-859","La respuesta de roseta depende de la combinación de señales bacterianas y no de un único interruptor químico universal.","Salpingoeca rosetta","integra_senales*","lípidos bacterianos activadores, sinérgicos e inhibidores","sintesis(C-856, C-858)","S201 discusión; S202 discusión","no evaluado","alta","Los bioensayos muestran efectos no aditivos y antagonistas.","resuelta","vigente"
"C-860","Vibrio fischeri secreta EroS, una liasa de condroitina que induce apareamiento en Salpingoeca rosetta.","Vibrio fischeri","induce*","apareamiento de Salpingoeca rosetta mediante EroS","expresa","S203 resumen; fig. 1","no evaluado","alta","La proteína purificada recapitula la actividad de bacterias vivas. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
